?‘ë‹µ??ë²ˆí˜¸,?‘ë‹µ??ID,Training ?¤í???? í˜¸,Training ?¤í???ë¹„ì„ ??Validation ?¤í???? í˜¸,Validation ?¤í???ë¹„ì„ ??0,
2609,,W_24152_60_mods_M.jpg              ,W_24640_00_metrosexual_M.jpg       ,                                   ,W_12460_60_mods_M.jpg              
2610,,W_07048_90_hiphop_M.jpg            ,W_15275_00_metrosexual_M.jpg       ,                                   ,W_30290_50_ivy_M.jpg               
2611,,W_07138_19_normcore_M.jpg          ,W_30450_19_normcore_M.jpg          ,                                   ,W_10781_60_mods_M.jpg              
2612,,W_04553_19_normcore_M.jpg          ,W_23958_60_mods_M.jpg              ,                                   ,W_12708_50_ivy_M.jpg               
2613,,W_00032_10_sportivecasual_M.jpg    ,W_30403_60_mods_M.jpg              ,                                   ,                                   
2614,,W_06638_60_mods_M.jpg              ,W_15618_70_hippie_M.jpg            ,                                   ,                                   
2615,,W_05883_50_ivy_M.jpg               ,W_17478_19_normcore_M.jpg          ,                                   ,                                   
2616,,W_06258_50_ivy_M.jpg               ,W_17357_19_normcore_M.jpg          ,                                   ,                                   
2617,,W_26245_50_ivy_M.jpg               ,W_07350_00_metrosexual_M.jpg       ,                                   ,                                   
2618,,W_17939_80_bold_M.jpg              ,W_26210_80_bold_M.jpg              ,                                   ,                                   
2619,,W_31575_10_sportivecasual_M.jpg    ,W_32608_70_hippie_M.jpg            ,                                   ,                                   
2620,,W_00947_10_sportivecasual_M.jpg    ,W_31784_00_metrosexual_M.jpg       ,                                   ,                                   
2621,,                                   ,W_30290_50_ivy_M.jpg               ,                                   ,                                   
2622,,                                   ,W_24431_90_hiphop_M.jpg            ,                                   ,                                   
2623,,                                   ,W_15461_70_hippie_M.jpg            ,                                   ,                                   
2624,,                                   ,W_12150_80_bold_M.jpg              ,                                   ,                                   
2625,,                                   ,W_32113_19_normcore_M.jpg          ,                                   ,                                   
2626,,                                   ,W_31529_19_normcore_M.jpg          ,                                   ,                                   
2627,,                                   ,W_17182_10_sportivecasual_M.jpg    ,                                   ,                                   
2628,,                                   ,W_28602_19_normcore_M.jpg          ,                                   ,                                   
2629,,                                   ,W_15899_80_bold_M.jpg              ,                                   ,                                   
2630,,                                   ,W_12708_50_ivy_M.jpg               ,                                   ,                                   
2631,,                                   ,W_26413_00_metrosexual_M.jpg       ,                                   ,                                   
2632,,                                   ,W_24101_50_ivy_M.jpg               ,                                   ,                                   
2633,,                                   ,W_24382_90_hiphop_M.jpg            ,                                   ,                                   
